name,image,availability,deckcode,type,subtype,rarity,attribute,class,cost,power,health,uses,ability,aactivate,activate,aassemble,assemble,banish,abattle,battle,beastform,abetray,betray,abreakthrough,breakthrough,change,acharge,charge,aconsume,consume,copy,acover,cover,adrain,drain,aempower,empower,aequip,equip,aexalt,exalt,aexpertise,expertise,aguard,guard,aheal,heal,ainvade,invade,alastgasp,lastgasp,alethal,lethal,amobilize,mobilize,amove,move,apilfer,pilfer,plot,aprophecy,prophecy,arally,rally,aregenerate,regenerate,asacrifice,sacrifice,ashackle,shackle,shout,asilence,silence,aslay,slay,steal,asummon,summon,transform,atreasurehunt,treasurehunt,uniqueability,unsummon,aveteran,veteran,award,ward,awaxwane,waxwane,awounded
Baandari Bruiser,LG-card-Baandari Bruiser.png,Core,br,Creature,Khajiit,Common,Agility,,3,3,2,,Pilfer: +3/+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baandari Opportunist,LG-card-Baandari Opportunist.png,Alliance War,sA,Creature,Khajiit,Epic,Agility,,1,1,1,,"Charge Pilfer: Shuffle a Baandari Opportunist with ""Summon: Draw a card"" into your deck.",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Back-Alley Footpad,LG-card-Back-Alley Footpad.png,Alliance War,ta,Creature,Dark Elf,Common,Agility,,0,1,1,,Summon: Give a creature Cover.,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Back-Alley Rogue,LG-card-Back-Alley Rogue.png,Clockwork City,bs,Creature,Dark Elf,Rare,Agility,,4,5,3,,Summon: Steal Cover from another creature.,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
Bal Isra Warrider,LG-card-Bal Isra Warrider.png,Houses of Morrowind,bt,Creature,Redguard,Common,Endurance,,5,3,6,,Rally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Baliwog,LG-card-Baliwog.png,Isle of Madness,oT,Creature,Grummite,Common,Willpower,,2,2,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
Baliwog Tidecrawlers,LG-card-Baliwog Tidecrawlers.png,Isle of Madness,po,Creature,Grummite,Common,Endurance,,4,2,6,,Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balmora Captain,LG-card-Balmora Captain.png,Houses of Morrowind,bu,Creature,Dark Elf,Legendary,Willpower,,5,4,4,,Rally 2 Your other Rallies give an extra +1/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
Balmora Puppeteer,LG-card-Balmora Puppeteer.png,Houses of Morrowind,bv,Creature,Dark Elf,Rare,,House Hlaalu,2,2,2,,Plot: +1/+1 for each other card you've played this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balmora Spymaster,LG-card-Balmora Spymaster.png,Core,bw,Creature,Dark Elf,Epic,Intelligence,,2,0,1,,Last Gasp: Summon a random creature with cost less than or equal to your max magicka.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Ringleader,LG-card-Bandit Ringleader.png,Heroes of Skyrim,bx,Creature,Khajiit,Epic,Willpower,,6,3,5,,"Summon: Other friendly creatures in this lane gain ""Pilfer: Draw a card"" this turn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Bangkorai Butcher,LG-card-Bangkorai Butcher.png,Core,by,Creature,Orc,Common,Strength,,4,4,3,,Summon: +2/+2 if you have another Orc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Barbas,LG-card-Barbas.png,Heroes of Skyrim,bz,Creature,Daedra,Legendary,Neutral,,5,3,3,,Summon: Choose one: Stay: Gains +1/+1 and Guard. Fetch: Put a random Daedra into your hand. Roll Over: Gains Charge,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Barded Guar,LG-card-Barded Guar.png,Core,bA,Creature,Reptile,Common,Neutral,,3,3,3,,Summon: Give a creature Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Barilzar's Tinkering,LG-card-Barilzar's Tinkering.png,Houses of Morrowind,bB,Action,,Rare,Intelligence,,2,,,,Betray Transform a creature into a random creature that costs 1 more.,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Baron of Tear,LG-card-Baron of Tear.png,Core,bC,Creature,Dark Elf,Rare,Intelligence,,4,3,3,,Summon: Give other friendly Intelligence  creatures +1/+0 and Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Barrow Stalker,LG-card-Barrow Stalker.png,Clockwork City,bD,Creature,Vampire,Rare,Endurance,,2,2,3,,"Drain, Guard",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barter,LG-card-Barter.png,Heroes of Skyrim,bE,Action,,Epic,Agility,,2,,,,Trade a card in your hand for a random card in your opponent's hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Battle of Chalman Keep,LG-card-Battle of Chalman Keep.png,Alliance War,sB,Action,,Legendary,Neutral,,5,,,,Each player fills each lane with 1/1 Recruits. Give all creatures Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlefield Scrounger,LG-card-Battlefield Scrounger.png,Heroes of Skyrim,bF,Creature,Redguard,Rare,Strength,,5,3,3,,Charge Slay: Put a random item into your hand.,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Battlemage's Onslaught,LG-card-Battlemage's Onslaught.png,Heroes of Skyrim,bG,Action,,Rare,,Battlemage,4,,,,"Put a random action, item, and creature into your hand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlerage Orc,LG-card-Battlerage Orc.png,Core,bH,Creature,Orc,Common,Strength,,3,2,3,,Charge,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlereeve of Dusk,LG-card-Battlereeve_of_Dusk.png,Monthly Card,bI,Creature,High Elf,Epic,Intelligence,,6,3,3,,Summon: Give friendly creatures +1/+1 for each Keyword they have.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Be At Peace,LG-card-Be At Peace.png,Moons of Elsweyr,wt,Action,,Common,Willpower,,3,,,,Prophecy Set a creature's power to 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedeviling Scamp,LG-card-Bedeviling Scamp.png,Isle of Madness,bJ,Creature,Daedra,Common,Strength,,3,3,3,,All cards cost a minimum of 3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Bedlam,LG-card-Bedlam.png,Jaws of Oblivion,xx,Action,"",Common,Willpower,,1,,,,Put two 1/1 Scamps into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belligerent Giant,LG-card-Belligerent Giant.png,Core,bK,Creature,Giant,Epic,Strength,,7,7,4,,"Breakthrough Summon: Unsummon a creature in this lane, or destroy an enemy support.",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,
Berne Clan Nightstalker,LG-card-Berne Clan Nightstalker.png,Houses of Morrowind,bL,Creature,Vampire,Legendary,Agility,,5,5,3,,Summon: Secretly choose an enemy creature. Last Gasp: Destroy the chosen creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Berserker of the Pale,LG-card-Berserker of the Pale.png,Heroes of Skyrim,bM,Creature,Nord,Common,Strength,,3,4,2,,"When you summon another creature with 5 power or more, give it +1/+1 and Breakthrough.",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Betty Netch,LG-card-Betty Netch.png,Houses of Morrowind,bN,Creature,Netch,Rare,Endurance,,5,0,5,,"While Betty Netch is in play, your max magicka is increased by 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Bewildering Speed,LG-card-Bewildering Speed.png,Alliance War,sJ,Action,,Rare,Agility,,1,,,,Move a friendly creature in each lane and give them +1/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bishop of the Hour,LG-card-Bishop of the Hour.png,Alliance War,sD,Creature,Imperial,Epic,Endurance,,6,5,5,,"Summon: If you have another creature in each lane, give the top creature of your deck +5/+5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Bitterfish Witch,LG-card-Bitterfish Witch.png,Jaws of Oblivion,xI,Creature,Goblin,Common,Agility,,3,2,2,,Prophecy Summon: Give a creature -1/-1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Black Dragon,LG-card-The Black Dragon.png,Dark Brotherhood,qn,Creature,Imperial,Legendary,Willpower,,4,5,5,,Immune to Lethal. Slay: Discard all creatures from your opponent's deck with the same name as the slain creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Black Hand Messenger,LG-card-Black Hand Messenger.png,Monthly Card,bO,Creature,Dark Elf,Epic,,Assassin,3,0,2,,Drain Summon: Deal 2 damage to a creature. Last Gasp: Deal 2 damage to your opponent.,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Black Marsh Centurion,LG-card-Black Marsh Centurion.png,Alliance War,sE,Creature,Argonian,Common,Endurance,,6,4,8,,Veteran: Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Black Marsh Prodigy,LG-card-Black Marsh Prodigy.png,Alliance War,sF,Creature,Argonian,Rare,Endurance,,3,1,1,,Veteran: +4/+4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Black Marsh Warden,LG-card-Black Marsh Warden.png,Core,bP,Creature,Argonian,Legendary,Endurance,,4,2,2,,"At the end of your turn, summon a 1/1 Argonian Recruit. If you have 7 or more max magicka, summon a 3/3 Argonian Veteran instead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Soul Gem,LG-card-Black Soul Gem.png,Jaws of Oblivion,yk,Support,"",Epic,Endurance,,4,,,Ongoing,"When a friendly creature dies, give a random creature in your hand +1/+1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Worm Necromancer,LG-card-Black Worm Necromancer.png,Core,bQ,Creature,Imperial,Rare,Endurance,,6,4,4,,"Summon: If you have more health than your opponent, summon a random creature from your discard pile.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Black Worm Neophyte,LG-card-Black Worm Neophyte.png,Moons of Elsweyr,vP,Creature,Imperial,Epic,Intelligence,,4,4,3,,Summon: Consume a creature. Summon a 1/1 Skeleton with its Keywords.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Blackmail,LG-card-Blackmail.png,Core,bR,Action,,Epic,Willpower,,1,,,,Draw a copy of a random creature from your opponent's deck.,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackreach Rebuilder,LG-card-Blackreach Rebuilder.png,Heroes of Skyrim,bS,Creature,Dwemer,Common,Neutral,,1,0,1,,"Prophecy, Guard Summon: Gain 2 health.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Blackrose Herbalist,LG-card-Blackrose Herbalist.png,Core,bT,Creature,Argonian,Epic,Endurance,,3,2,4,,"At the start of your turn, heal another random friendly creature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Blacksap Protector,LG-card-Blacksap Protector.png,Core,bU,Creature,Wood Elf,Rare,Agility,,3,3,3,,"Prophecy, Guard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackwood Alchemist,LG-card-Blackwood Alchemist.png,Jaws of Oblivion,yu,Creature,Argonian,Common,Endurance,,3,1,4,,Gains +2/+0 when your max magicka increases.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Blackwood Distiller,LG-card-Blackwood Distiller.png,Monthly Card,bW,Creature,Argonian,Epic,,Scout,4,3,4,,Pilfer: Gain three magicka this turn. Slay: Gain +1 max magicka.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Blades Defender,LG-card-Blades Defender.png,Jaws of Oblivion,yf,Creature,Breton,Common,Endurance,,3,3,3,,Summon: Give a creature in the other lane +0/+2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Blades Flanker,LG-card-Blades Flanker.png,Jaws of Oblivion,yg,Creature,Nord,Common,Agility,,4,4,3,,Summon: Give a creature in the other lane +2/+0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Blades Guardian,LG-card-Blades Guardian.png,Jaws of Oblivion,yh,Creature,Redguard,Rare,Willpower,,5,4,5,,Guard Summon: Give a creature in the other lane +1/+1 and Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Blades Lookout,LG-card-Blades Lookout.png,Heroes of Skyrim,bX,Creature,Nord,Common,Strength,,3,3,3,,"When you summon a Dragon, draw a card.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blades Stalwart,LG-card-Blades Stalwart.png,Jaws of Oblivion,ya,Creature,Breton,Epic,Agility,,4,3,5,,Slay: Blades Stalwart gains power equal to her health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Blast from Oblivion,LG-card-Blast from Oblivion.png,Jaws of Oblivion,xp,Action,,Common,Intelligence,,3,,,,"Prophecy Invade, then deal damage equal to your Oblivion Gate Oblivion Gate's level to a creature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blastbones,LG-card-Blastbones.png,Moons of Elsweyr,vR,Creature,Skeleton,Epic,Strength,,5,3,1,,Charge Last Gasp: Deal 1 damage to all creatures in this lane.,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bleakcoast Troll,LG-card-Bleakcoast Troll.png,Forgotten Hero Collection,bY,Creature,Troll,Rare,Endurance,,4,5,5,,Slay: +1/+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Blessing of the Grove,LG-card-Blessing of the Grove.png,Isle of Madness,bZ,Action,,Common,Willpower,,4,,,,Gain 2 health for each friendly creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blighted Alit,LG-card-Blighted Alit.png,Core,ca,Creature,Reptile,Epic,Strength,,3,5,3,,"At the start of your turn, Blighted Alit deals 2 damage to you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Blighted Werebat,LG-card-Blighted Werebat.png,Houses of Morrowind,cb,Creature,Beast,Epic,Agility,,5,4,4,,"Drain At the end of your turn, if you have a creature with 5 power or more, deal 2 damage to your opponent.",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Blind Moth Priest,LG-card-Blind Moth Priest.png,Jaws of Oblivion,xU,Creature,Imperial,Epic,Willpower,,2,2,3,,"On your turn, Blind Moth Priest glows while your opponent has a Prophecy on top of their deck.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood Dragon,LG-card-Blood Dragon.png,Core,cc,Creature,Dragon,Legendary,Strength,,5,5,7,,Ignores Guards and may attack creatures in any lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Blood Magic Lord,LG-card-Blood Magic Lord.png,Core,cd,Creature,Vampire,Legendary,Endurance,,9,6,6,,Summon and Slay: Put a Blood Magic Spell into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,
Blood Pact Messenger,LG-card-Blood Pact Messenger.png,Dark Brotherhood,ce,Creature,Khajiit,Rare,Willpower,,2,1,1,,Pilfer: Draw two cards. Sacrifice Blood Pact Messenger at the end of the turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Blood Sacrament,LG-card-Blood Sacrament.png,Houses of Morrowind,cf,Action,,Rare,Agility,,3,,,,Betray Deal 2 damage to your opponent and gain 2 health.,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood Sorceress,LG-card-Blood Sorceress.png,Dark Brotherhood,cg,Creature,Redguard,Epic,Intelligence,,1,2,1,,"At the start of your turn, if you have 7 or more max magicka, deal 5 damage to your opponent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Blood-Crazed Daedroth,LG-card-Blood-Crazed Daedroth.png,Jaws of Oblivion,xP,Creature,Daedra,Rare,Strength,,3,3,2,,Summon: Draw a card if there is a Wounded creature in this lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
Bloodline Outcast,LG-card-Bloodline Outcast.png,Houses of Morrowind,ch,Creature,Vampire,Common,Endurance,,7,7,7,,"When a creature dies, Bloodline Outcast gains Drain this turn.",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Bloody Hand Chef,LG-card-Bloody Hand Chef.png,Jaws of Oblivion,yl,Creature,Goblin,Legendary,Agility,,2,2,2,,"When you reduce an enemy creature's power or health with an effect, Bloody Hand Chef gains that much power or health.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blueclaw Matron,LG-card-Blueclaw Matron.png,Houses of Morrowind,ci,Creature,Dreugh,Common,Neutral,,7,3,8,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bog Lurcher,LG-card-Bog Lurcher.png,Core,cj,Creature,Lurcher,Rare,Strength,,4,9,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolvyn Venim,LG-card-Bolvyn Venim.png,Houses of Morrowind,ck,Creature,Dark Elf,Legendary,,House Redoran,3,3,3,,"Rally When you Rally with no creatures in your hand, first draw Bolvyn Venim from your deck.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
Bone Armor,LG-card-Bone Armor.png,Moons of Elsweyr,vQ,Item,,Rare,Endurance,,2,,,,Summon: The wielder Consumes a creature and gains its health.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Bone Bow,LG-card-Bone Bow.png,Core,cl,Item,,Rare,Strength,,2,,,,+1/+0 Summon: Silence another creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
Bone Colossus,LG-card-Bone Colossus.png,Core,cm,Creature,Skeleton,Legendary,Endurance,,7,5,5,,Summon: Fill this lane with 1/1 Skeletons. Other friendly Skeletons have +1/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Bonewalker,LG-card-Bonewalker.png,Houses of Morrowind,cn,Creature,Skeleton,Common,Endurance,,4,1,2,,"Prophecy, Guard Summon: +1/+1 for each enemy creature in this lane.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Boneweaver,LG-card-Boneweaver.png,Moons of Elsweyr,vV,Creature,Khajiit,Epic,Endurance,,5,5,5,,Guard Summon: Consume a creature. Draw a creature with the same name from your discard pile.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Brass Arquebus,LG-card-Brass Arquebus.png,Clockwork City,co,Creature,Dwemer,Epic,Neutral,,6,3,3,,Last Gasp: Draw three different random 1-cost creatures from your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassilisk,LG-card-Brassilisk.png,Clockwork City,cp,Creature,Fabricant,Rare,Endurance,,3,2,2,,"When Brassilisk takes damage and survives, summon a Brassilisk in the other lane.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Brellach Commander,LG-card-Brellach Commander.png,Isle of Madness,cq,Creature,Daedra,Epic,Willpower,,8,7,8,,Summon and Pilfer: Summon a random Willpower creature with cost 3 or less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Breton Conjurer,LG-card-Breton Conjurer.png,Core,cr,Creature,Breton,Epic,Intelligence,,4,1,1,,"Ward When Breton Conjurer's Ward is broken, summon a 5/5 Frost Atronach with Guard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,
Brilliant Experiment,LG-card-Brilliant Experiment.png,Core,cs,Action,,Epic,Intelligence,,3,,,,Draw a copy of a friendly creature.,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bringer of Nightmares,LG-card-Bringer of Nightmares.png,Heroes of Skyrim,ct,Creature,Daedra,Legendary,Intelligence,,7,4,4,,"Summon: See a vision of a random creature, then you must choose a creature to transform into it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
Brotherhood Sanctuary,LG-card-Brotherhood Sanctuary.png,Dark Brotherhood,cu,Support,,Rare,Agility,,1,,,Ongoing,"When a friendly creature Slays, it receives its reward an extra time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
